"StudyId","Title","Authors","PublicationName","Year","Doi","SystematicSearchName","Question","Answer","Comments"
"44702900-b89e-4c51-9ac5-b18610ab340d","Pronounced hyperactivity, cognitive dysfunctions, and bdnf dysregulation in dopamine transporter knock-out rats",NA,NA,2018,"10.1523/jneurosci.1931-17.2018","LSR3_update_08112024","should have been excluded","True","duplicate"
